dbType,assignType,tutor,cDNo,authorCode,articleUrl,title,quoteCount,publishTime,downloadCount,dbSource,fileName,allowDownload,author,range,articleStatus,tutorCode,year,content,keyWord,originate,zTCode,summary,magaAssignCode,period,deptCode,dbName,arcitleType,versionCode,articleAssignCode,publishPYName,publishCode
CMFD,,刘雪芹;魏大鹏,CDMDTMP,000063264768,,TiO_2光催化降解污染物的~#@机器学习@#~预测,0,2024-03-23,103,硕士,1024459413.nh,True,唐容,,,27134889;44607430;,2024,,降解污染物;TiO_2光催化;机器学习;XGBoost,中国优秀硕士学位论文全文数据库,B014;B014;B027,"重庆理工大学
理学院
硕士
2024
TiO_2光催化降解污染物的~#@机器学习@#~预测
Machine Learning Prediction of TiO_2 Photocatalytic Degradation of Pollutants
唐容
刘雪芹；魏大鹏
电子信息（专业学位）
光催化的~#@机器学习@#~预测
能源短缺和水资源污染成为全球关注的问题,光催化降解技术...",,,0046910;,CMFDTEMP,论文,,,BBBM,11660
CMFD,,程平;兰福生,CDMDTMP,000055398204,,大数据下基于~#@机器学习@#~的企业预算管理研究,0,2024-03-22,147,硕士,1024458889.nh,True,谭果君,,,24788390;52133143;,2024,,预算管理;;大数据;;机器学习,中国优秀硕士学位论文全文数据库,C034;I138;I140;J151;J163,"重庆理工大学
会计学院
硕士
2024
大数据下基于~#@机器学习@#~的企业预算管理研究
Research on Budget Management of Enterprises Based on Machine Learning under Big Data
以ABC公司为例
Take ABC Company as an Example
谭果君
程平；兰福生
会计（专业学位...",,,0046910;,CMFDTEMP,论文,,,CCCM,11660
CMFD,,程平;戴晓红,CDMDTMP,000064221420,,基于~#@机器学习@#~的X企业智能成本控制研究,0,2024-03-22,71,硕士,1024458981.nh,True,邓佳红,,,24788390;52137128;,2024,,污水处理企业;机器学习;智能成本控制;药耗成本,中国优秀硕士学位论文全文数据库,B027;J152,"重庆理工大学
会计学院
硕士
2024
基于~#@机器学习@#~的X企业智能成本控制研究
Research on Intelligent Cost Control of X Enterprise Based on Machine Learning
邓佳红
程平；戴晓红
会计硕士（专业学位）
AICFO
随着大数据、人工智能等新兴技术的快速发展,企业成本控制智能化趋势已势不可挡,...",,,0046910;,CMFDTEMP,论文,,,BBBM,11660
CMFD,,李科,CDMDTMP,000064027934,,泌尿系统肿瘤预后模型构建及~#@机器学习@#~方法研究,0,2024-03-22,22,硕士,1024578501.nh,True,方昱衡,,,06566004;,2024,,机器学习;COX回归;预后模型;可解释性,中国优秀硕士学位论文全文数据库,E072;I140,"第一章 绪论
1
第一章 绪论
1.1 研究工作的背景与意义
泌尿系统肿瘤指发生于泌尿系统任意部位的肿瘤。如肾盂、输尿管、膀胱、
尿道等部位的肿瘤皆称为泌尿系统肿瘤。在全球范围内，膀胱癌（Bladder Cancer，
BC）是全球第十大常见癌症和第 13 大癌症相关死亡原因，每年有近 54.9 万例新
发病例和 20 万例死亡[1]。尽管有多种治疗方式，BC 患者的总生存率仍然很低...",,,0178313;,CMFDTEMP,论文,,,EEEM,10614
CMFD,,关辉国,CDMDTMP,000064412111,,制造业数字化转型驱动因素研究,0,2024-05-30,138,硕士,1024458211.nh,True,贾映彬,,,38530850;,2024,,企业数字化转型;;机器学习;;制造业;;上市公司,中国优秀硕士学位论文全文数据库,J150;J155,"兰州财经大学
硕士
2024
制造业数字化转型驱动因素研究
Research on Drivers of Digital Transformation in Manufacturing Enterprises
基于~#@机器学习@#~的证据
Evidence Based on Machine Learning
贾映彬
关辉国
工商管理 企业管理
公司治理
在数字化时代,制造业...",,,1699013;,CMFDTEMP,论文,,,JJJM,10741
CMFD,,唐波,CDMDTMP,000063269120,,~#@机器学习@#~估算光催化降解有机污染物反应速率常数的研究,0,2024-06-01,134,硕士,1024424112.nh,True,杨文杰,,,08385170;,2024,,机器学习;;光催化;;有机污染物;;反应速率常数,中国优秀硕士学位论文全文数据库,B014;B014;B027;I140,"山东师范大学
硕士
2024
TQ579
~#@机器学习@#~估算光催化降解有机污染物反应速率常数的研究
Study about Machine Learning for Estimating the Reaction Rate Constant of Photocatalytic Degradation of Organic Pollutants
杨文杰
唐波
化学工程与技术
...",,,0047921;,CMFDTEMP,论文,,,BBBM,10445
CJFD,,,MEDI2404S1,000058785099;000005075312;000040322209;000040580249,,影像组学与~#@机器学习@#~在非小细胞肺癌淋巴结分期中的应用,0,2024-03-20,434,期刊,FSXS202403025,True,乔健一;李雅迪;王鹏远;辛军;,,,,2024,,肺肿瘤;非小细胞肺癌;影像组学;机器学习,放射学实践,E060;E072;E080;,"开放科学(资源服务)标识码(OSID):
肺癌是最常见的癌症之一[1],非小细胞肺癌(non-small cell lung cancer, NSCLC)约占所有肺癌病例的85%[2]。肺癌分期是评估肺癌患者的关键步骤。准确的肿瘤分期是为每位患者提供最佳治疗方案的基础。对于大多数肺癌患者来说，纵隔淋巴结的评估是肺癌评估的关键。在缺乏远处转移证据的情况下，区域淋巴结的状态是指导治疗决策的的主要因素...",,03,0274704;,CJFDLAST2024,期刊,,,FSXS,
CMFD,,肖文君,CDMDTMP,000063931762,,基于高通量筛选和~#@机器学习@#~的电催化材料设计,0,2024-05-25,158,硕士,1024514659.nh,True,杨雨,,,29041064;,2024,,第一性原理计算;;二维材料;;电催化;;机器学习,中国优秀硕士学位论文全文数据库,B014;I140,"贵州师范大学
硕士
2024
基于高通量筛选和~#@机器学习@#~的电催化材料设计
Design of Electrocatalytic Materials Based on High-Throughput Screening and Machine Learning
杨雨
肖文君
无线电物理
光电催化材料设计研究
人类过度依赖煤、石油和天然气等能源,对能源储量和环境都带来严重的...",,,0186961;,CMFDTEMP,论文,,,BBBM,10663
CJFD,,,SOCI2405,000056203330;000043659504,,基于项目驱动的“~#@机器学习@#~”课程创新实践探索,0,2024-03-15,85,期刊,KJDS202408034,True,张亚茹;郝定溢;,,,,2024,,人工智能;;新工科;;机器学习;;项目驱动,科教导刊,H131;I140;,随着人工智能时代的到来，教育部多次发文推进新工科建设，强调应注重人工智能与计算机、控制论、概率论、统计学等多门学科知识的交叉融合，对接产业需求建设新工科专业，紧跟科技前沿发展重构课程内容、改革教学模式，培养复合型、创新型人才[1-2]。新工科背景下，~#@机器学习@#~作为人工智能的一门核心专业课程，如何基于新工科理念改革课程教学是当前“~#@机器学习@#~”课程面临的主要挑战[3]。~#@机器学...,,08,0167619;,CJFDLAST2024,期刊,,,KJDS,
CJFD,,,INFO2404,000060952714;000060952713;000060952715,,~#@机器学习@#~在银行业反诈领域的应用探索,0,2024-03-10,297,期刊,HNRD202403011,True,余刚健;程鹏;钟萃芳;,,,,2024,,银行业;;反诈预测;;专家模型;;机器学习,金融科技时代,I140;J159;,"一、概述
目前我国电信诈骗形势相当严峻，根据公安部的统计数据，电信网络诈骗已成为当前中国最严重的犯罪之一。电信诈骗在全国范围内普遍存在，受害人群体非常广泛，主要包括老年人、学生、农民工、企业员工、专业人士等，给人民群众带来了巨大的损失。而电信诈骗手段日益多样化和复杂化，诈骗者利用高科技手段、不断更新诈骗手段进行诈骗活动，造成了极恶劣的影响。
由于电信诈骗的复杂性和隐蔽性，打击电信诈骗需要全社会...",,03,0192949;0410984;,CJFDLAST2024,期刊,,,HNRD,
CJFD,,,INFO2405S1,000061437147,,视觉识别与~#@机器学习@#~在财务风险管理中的应用,0,2024-03-10,101,期刊,JCDL202403165,True,姬艳萍;,,,,2024,,计算机技术;;视觉识别;;机器学习;;能源企业,集成电路应用,I138;I140;J152;,"0 引言
能源企业面临着复杂的财务风险，如市场波动、资金流动性问题、投资项目风险等。准确识别和评估这些风险对于保障企业的稳定运营至关重要。传统的财务风险识别方法存在着主观性高、效率低、易受人为误判等问题。而计算机视觉和~#@机器学习@#~作为新兴的技术手段，在财务风险识别中展现出巨大潜力。
1 研究背景
计算机视觉与财务风险识别。计算机视觉是一种基于图像和视频处理的技术，其在财务领域中的应用...",,03,0582333;,CJFDLAST2024,期刊,,,JCDL,
CJFD,,,cajtmp,000005080298;000025831531;000060560116;000045697843;000060560114;000060560115,,~#@机器学习@#~赋能的优化算法及其在新型电力系统中的应用与展望,0,2024-03-08 21:05,2204,期刊,ZGDC202416009,True,王新迎;闫冬;施展;张东霞;邓琪;林振炜;,,,,2024,,机器学习;;新型电力系统;;人工智能;;优化算法,中国电机工程学报,C042;I140;,"0引言
随着全球气候变化、环境污染问题日益严峻，传统以化石燃料为主要能源的发电系统正面临着巨大挑战。为尽早实现“碳达峰、碳中和”重要战略目标，关键举措之一便是构建新型电力系统。《“十四五”现代能源体系规划》提出构建以新能源为主体的新型电力系统，推动电力系统向适应大规模高比例新能源方向演进。新型电力系统可以通过数字化技术有效地整合可再生能源以及分布式储能系统，是实现能源清洁和国民经济可持续发展的重...",,16,0527275;1861977;,CJFDAUTO,期刊,,,ZGDC,
CJFD,,,SCTB2405,000004928508;000007114920;000028922767;000020100594;000058069681,,基于~#@机器学习@#~的煤与瓦斯突出预测研究进展及展望,2,2024-03-08 12:11,1910,期刊,MTXB202402002,True,薛生;郑晓亮;袁亮;来文豪;张玉婷;,,,,2024,,煤与瓦斯突出;;机器学习;;突出预测;;特征选择,煤炭学报,B021;B026;I140;,"####煤与瓦斯突出是煤矿中一种极其复杂的动力现象，包括煤岩体破坏、煤体瓦斯解吸、扩散及渗流、煤体在气体流场中的运输和两相流传播等复杂物理过程[1]，可能会造成人员伤亡、设备损坏和矿井塌陷等严重后果，对矿山安全生产和经济造成重大威胁[2-3]。进入21世纪后，我国煤矿安全水平明显提高，突出问题得以有效的控制，但突出事故仍时有发生[4-6]。
准确预测[7]是煤与瓦斯突出防控的关键，可以尽早发现矿...",,02,0167619;2357477;,CJFDLAST2024,期刊,,,MTXB,
CMFD,,郭增伟,CDMDTMP,000054872526,,~#@机器学习@#~辅助的锈蚀PC梁抗剪承载力预测方法,0,2024-06-01,52,硕士,1024510730.nh,True,孟令涛,,,29081634;,2024,,机器学习;;遗传编程;;锈蚀PC空心板梁;;抗剪承载力,中国优秀硕士学位论文全文数据库,C034,"重庆交通大学
硕士
2024
U441.5
~#@机器学习@#~辅助的锈蚀PC梁抗剪承载力预测方法
Machine Learning-assisted Prediction Method for Shear Capacity of Corroded PC Beams
孟令涛
郭增伟
桥梁与隧道工程
钢筋混凝土(RC)和预应力钢筋混凝土(PC)结构的抗剪能力是保障结构安全的关键因素...",,,0157274;,CMFDTEMP,论文,,,CCCM,10618
CJFD,,,SCTC2404,000061204665,,基于~#@机器学习@#~的自动化机械系统故障诊断与预测研究,0,2024-03-05,638,期刊,JDWX202403026,True,刘将伟;,,,,2024,,机器学习;自动化机械系统;故障诊断;故障预测,家电维修,I140;,"0 引言
自动化机械系统在现代工业中扮演着重要的角色，它们可以自主执行各种任务并提高生产效率。然而，由于系统的复杂性和长时间保持运行，这些系统容易出现故障，导致生产停止和设备损坏。因此，及时诊断和预测故障变得至关重要，它可以让我们提前采取适当的维修措施，减少停机时间和维修成本。传统的故障诊断方法通常基于专家知识和经验，但这种方法往往依赖于人工分析和判断，费时且不准确。随着~#@机器学习@#~技术...",,03,1838362;,CJFDLAST2024,期刊,,,JDWX,
CDFD,,於州,CDMDTMP,000064031076,,基于~#@机器学习@#~的回归技术及理论研究,0,2024-03-01,21,博士,1024507915.nh,True,邱锐,,,11245199;,2024,,神经网络;随机森林;充分降维;度量空间,中国博士学位论文全文数据库,A002;I140,"华东师范大学
博士
2024
O212.1
基于~#@机器学习@#~的回归技术及理论研究
Research on Regression Techniques and Theories Based on Machine Learning
邱锐
於州
统计学
统计~#@机器学习@#~
朱仲义
随着人工智能时代的来临,回归技术作为一种强大的统计工具,在解释变量之间关系的同时,在~#...",,,0092795;,CDFDTEMP,论文,,,AAAD,10269
CMFD,,冷建材,CDMDTMP,000006558148,,基于~#@机器学习@#~与第一性原理计算的功能二维材料光电特性研究,0,2024-06-08,253,硕士,1024419289.nh,True,姜腾飞,,,33018918;,2024,,机器学习;;第一性原理计算;;二维材料;;光电特性,中国优秀硕士学位论文全文数据库,B020;I140,"齐鲁工业大学
硕士
2024
O47
基于~#@机器学习@#~与第一性原理计算的功能二维材料光电特性研究
Optoelectronic Properties of Functional Two-dimensional Materials : Machine Learning Combined with First-principles Study
姜腾飞
冷建材
材料科学与工程
...",,,1698679;,CMFDTEMP,论文,,,BBBM,10431
CMFD,,李建春;车平,CDMDTMP,000061923163,,基于波形特征的~#@机器学习@#~方法在岩石无损检测中的应用研究,0,2023-05-22,38,硕士,1024546777.nh,True,田卓然,,,37913197;51064585;,2023,,岩土工程;岩石缺陷;无损检测;机器学习,中国优秀硕士学位论文全文数据库,A011;C038;I140,"第一章  绪论
1
第一章 绪论
1.1 研究背景及意义
1.1.1 背景介绍
岩石是由多种矿物组成的坚硬混合物，其内部结构受到形成过程和地质作用的影响，
常存在裂缝、节理、空隙和不连续面等缺陷，这些缺陷对岩土工程的质量和安全有重要
影响。为了保障安全生产，需要采用安全、准确的无损检测技术。在不破坏岩土体本身
的情况下检测其内部缺陷，是岩土工程探伤技术的趋势。无损检测（Nondes...",,,0220478;,CMFDTEMP,论文,,,AAAM,10286
CJFD,,,INFO2405S1,000022082704,,基于运维知识图谱与~#@机器学习@#~的故障处理决策模型研究,0,2024-03-01,104,期刊,CXJL202403048,True,邓嵬;,,,,2024,,知识图谱;;机器学习;;故障处理;;决策模型,信息记录材料,I138;I140;,"0 引言
故障应急处理是数据中心运维管理的重要任务之一。随着技术的不断发展，运维团队面临着越来越复杂和多样化的故障情况。为了提高故障处理的效率和准确性，本文利用知识图谱和~#@机器学习@#~技术来构建故障处理决策模型具有重要意义[1]。
[1]
1 知识图谱在故障处理中的应用
1.1 知识图谱的特点
1.1.1 多源、多模态的知识整合
知识图谱可以整合来自不同数据源和不同模态的知识信息...",,03,1562953;,CJFDLAST2024,期刊,,,CXJL,
CJFD,,,ECON2404,000060710174,,基于~#@机器学习@#~的民用无人机避撞技术进展,0,2024-02-29,241,期刊,GKFC202402023,True,顾文勇;,,,,2024,,无人机;;避撞;;机器学习,高科技与产业化,C031;,"引言
随着无人机相关技术的飞速发展,无人机在电力与油气管路巡检、遥感测绘、安防监控、应急救灾、农林植保和快递物流等民用领域得到了广泛的应用。根据BCC Research发布的《Drone Technology and Global Markets 2022》显示,到2022年,全球无人机技术市场估计价值296亿美元,预计到2027年产值将达到547亿美元。其中,城市场景中的无人机物流业务作为民用...",,02,0264772;,CJFDLAST2024,期刊,,,GKFC,
CJFD,,,MEDI2405,000023973289,,一种基于~#@机器学习@#~识别医疗设备异常运行状态方法的建立,1,2024-02-29,65,期刊,YLZB202404008,True,李建均;,,,,2024,,机器学习;;医疗设备;;异常运行状态;;识别方法,医疗装备,C030;E053;E080;I140;,随着我国医疗器械行业的高速发展，越来越多先进的医疗设备被投入临床使用，并在患者治疗中发挥着关键作用。然而，随着医疗设备的不断更新换代，设备也越来越多样化、复杂化。在医疗设备日常使用中，设备故障时有发生，不仅影响了医疗设备的使用寿命，甚至为患者的医疗安全带来了严重隐患。因此，利用计算机技术精准识别医疗设备异常运行状态，避免设备故障引发医疗事故，对保障我国医疗事业的稳定发展具有重要的现实意义。目前，我...,,04,1699403;,CJFDLAST2024,期刊,,,YLZB,
CJFD,,,MEDI2404S1,000060206915;000020045566,,~#@机器学习@#~在公共卫生领域的应用现状,0,2024-02-23 15:13,926,期刊,YXWX202401016,True,宋源龙;张态;,,,,2024,,机器学习;;公共卫生;;流行病学;;人工智能,预防医学论坛,E054;I140;,随着测量技术、数据存储设备和连接不同数据集技术能力的不断提高，越来越多的信息可供公共卫生研究和决策使用。~#@机器学习@#~是一种近年来快速发展的数据分析方法，具有高效、准确和自动化的特点，在公共卫生领域中得到了广泛应用。~#@机器学习@#~可以处理大量的数据，发现其中的模式和规律，并不断~#@学习@#~和优化模型，以提高预测和决策的准确性。本文综述了~#@机器学习@#~在公共卫生领域的应用，包括...,,01,1699046;,CJFDLAST2024,期刊,,,YXWX,
CJFD,,,MEDI2403,000060071384;000054800024;000004806442;000043088041,,初级保健领域基于~#@机器学习@#~预测模型研究的设计特征与方法学质量：范围综述,0,2024-02-19,483,期刊,QKYX202410022,True,钟锦佳;李文涛;黄亚芳;吴浩;,,,,2024,,初级保健;机器学习;研究设计;预测模型,中国全科医学,E055;I140;,近年来，随着以信息技术和人工智能技术为代表的新兴技术的迅速发展，初级保健服务和基本医疗在数字化、智能化、协同化等方面不断发展、完善[1-3]。与专科医疗机构相比，初级保健服务机构常规登记数据、区域健康医疗数据、健康档案数据、患者自行报告的数据及移动设备采集的数据体量更为庞大，基于这些数据的临床研究报告及文献数量呈现逐渐升高趋势。在初级保健研究领域，学者开始尝试借助大数据和人工智能技术，通过...,,10,0063049;,CJFDLAST2024,期刊,,,QKYX,
CJFD,,,ELAW2405,000057068073,,基于~#@机器学习@#~的数据情报侦查预测研究,1,2024-02-15,394,期刊,GADX202401009,True,岳佳;,,,,2024,,机器学习;;数据犯罪情势;;数据情报侦查;;侦查预测,中国人民公安大学学报(社会科学版),G113;I140;,####引　言侦查预测是指侦查员根据已掌握的案情和有关的专门知识、经验，用各种科技手段和逻辑思维方法，对案件的性质、案情发展态势等进行预先推测的活动[1]。可见，采用先进的科技手段和正确的思维方法是提升侦查预测质量的前提和保障，而高质量的侦查预测是提高侦查效果的重点与难点，亦是制定警务决策、开展警务行动的重要依据。以历史纵向视角观之，自20世纪90年代我国进入互联网时代以来，公安情报预测在科技轨道...,,01,1750679;,CJFDLAST2024,期刊,,,GADX,
CJFD,,,SOCI2405SS,000061121758,,初中英语教育评估的~#@机器学习@#~方法与应用,0,2024-02-15,52,期刊,JCLT202403007,True,王飞;,,,,2024,,初中英语;;核心素养;;机器学习;;教育评估,基础教育论坛,F085;H127;H130;I138;,随着教育领域的不断发展和信息技术的进步，~#@机器学习@#~技术的引入为解决学生英语~#@学习@#~水平评估问题提供了新视角和新方法。~#@机器学习@#~可以分析大量的学生数据，包括考试成绩、作业表现、~#@学习@#~记录等多方面的信息，以帮助教育工作者更全面地评估学生的知识掌握情况。通过数据驱动的方法，~#@机器学习@#~建立并运用深度~#@学习@#~模型，根据多维度的信息预测学生的~#@学习@...,,03,0146503;,CJFDLASN2024,期刊,,,JCLT,
CJFD,,,INFO2403,000051918188,,~#@机器学习@#~在电力设备故障检测中的实践应用,2,2024-02-15,474,期刊,XXXT202402013,True,闾林秀;,,,,2024,,机器学习;;电力设备;;无人机;;实践应用,信息系统工程,C042;I140;,"一、前言
随着电力行业的不断发展，电力设备在电力生产和传输中扮演着至关重要的角色。然而，由于长时间运行和环境影响，这些设备会出现缺陷、隐患，存在着故障的风险，影响设备正常运转。
~#@机器学习@#~技术在近年来取得了显著的突破，其在故障检测方面的应用也逐渐成为研究热点。通过采集大量的设备缺陷和故障数据，利用一定的算法进行~#@学习@#~，从而智能识别不同类型的设备缺陷和故障，替代人工检测，提升...",,02,1698704;,CJFDLAST2024,期刊,,,XXXT,
CJFD,,,INFO2404S1,000060952289,,基于~#@机器学习@#~的高职院校网络安全部署设计,1,2024-02-15,77,期刊,DNZS202405028,True,张娟;,,,,2024,,机器学习;;网络安全;;部署设计,电脑知识与技术,H132;I139;I140;,"开放科学（资源服务）标识码(OSID)
随着互联网的普及与发展，高校的信息化、数字化建设也在加快进行，高校校园网作为信息化与数字化校园的重要基础设施，为学校的教育教学提供着良好的保障。目前的校园网络已经遍及学校的各个部门，成为整个校园的基础设备，学校对于网络的可管理性与安全性的需求也越来越高，因此构建一个合理的网络安全体系显得尤为重要[1]。特别是近年来，网络攻击手段不断升级，给校园网络安全带来...",,05,0180016;,CJFDLAST2024,期刊,,,DNZS,
CJFD,,,INFO2404S1,000047716895;000022556180,,~#@机器学习@#~在Android代码异味检测中的应用,0,2024-02-15,89,期刊,HBYD202402042,True,孙梦琪;边奕心;,,,,2024,,机器学习;;代码异味共存;;Android代码异味,长江信息通信,I138;I140;,"0 引言
近年来，移动应用技术迅速发展，不断更新来满足日益增长的需求，然而在变更过程中往往会导致不良设计，表现为Android代码异味[1]。Android代码异味降低Android应用程序的可理解性、可维护性、可测试性[2]。现有研究者致力于提出高效准确的代码异味检测方法但是存在多方面的限制。基于度量的代码异味检测方法受限于检测比较简单的代码异味，对于较复杂的代码异味不能直接用度量检测；基于症...",,02,0218770;,CJFDLAST2024,期刊,,,HBYD,
CJFD,,,ECON2409SS,000063732887,,目标分析中的~#@机器学习@#~方法探索与应用,0,2024-02-10,0,期刊,ZLXC202405018,True,王璐雯;,,,,2024,,目标分析;;机器学习;;探索与应用,中国战略新兴产业,I140;,"~#@机器学习@#~作为一个多学科的研究领域，主要包括基本的统计理论知识、近似基础知识、概率论理论知识和复杂的计算理论知识。~#@机器学习@#~作为人工智能的研究核心，是计算机产生智能的根本途径。它专门研究计算机如何模仿或实现人们的日常~#@学习@#~活动，并从中获取最新的知识或技术，从而对现有的知识系统进行重构，以提高其性能。
1 ~#@机器学习@#~概念分析
~#@机器学习@#~是目标分析...",,05,0220170;,CJFDLASN2024,期刊,,,ZLXC,
CJFD,,,INFO2404,000000703869,,基于~#@机器学习@#~的频谱分配算法在无线通信系统中的应用,0,2024-02-10,128,期刊,JCDL202402133,True,王建珍;,,,,2024,,机器学习;;频谱分配;;无线通信系统,集成电路应用,I136;I140;,"0 引言
无线通信系统中的频谱分配问题是一个关键性的挑战，因为频谱资源的稀缺性给通信效率和网络容量带来限制。传统的频谱分配方法受到频谱利用率低、难以适应动态环境和复杂用户需求等问题的影响。近年来，~#@机器学习@#~在各个领域取得了显著进展，并在频谱分配中显示出巨大潜力。
1 研究背景
无线通信系统的频谱分配。在无线通信系统中，频谱分配是一项具有挑战性的任务。由于频谱资源有限且需满足多个用户...",,02,1597972;,CJFDLAST2024,期刊,,,JCDL,
CJFD,,,INFO2404,000060296456;000004464596;000051318308;000060296457,,基于~#@机器学习@#~的碳排放数据异常识别方法,0,2024-02-10,255,期刊,ZDHT202403014,True,杨若钧;陈爱忠;曾金灿;姚腾;,,,,2024,,碳排放;;机器学习;;密度聚类;;碳核查,自动化应用,B027;I140;,"1 研究背景
温室气体的不断排放导致地球气温、海平面上升以及极端天气事件增加，威胁人类社会的可持续发展[1-2]。为应对该挑战，国际社会逐渐采用基于市场机制的碳交易以减少温室气体排放。在碳交易市场中，企业和国家通过购买和出售温室气体排放权额。这种市场机制通过评估排放量，为排放量设定价格并鼓励企业采取减排措施，促进了低碳经济的发展。
[1-2]
在碳交易过程中，碳核算与核查是重要的2个环节。碳...",,03,1504465;1704760;1776106;,CJFDLAST2024,期刊,,,ZDHT,
CJFD,,,MEDI2404S1,000055191624;000053135511;000057092279;000037922657,,~#@机器学习@#~在患者出院准备服务中的应用进展,1,2024-02-10,2417,期刊,ZHHL202403017,True,胡欢婷;洪思思;贾盈盈;宋剑平;,,,,2024,,机器学习;出院准备服务;临床决策;出院护理,中华护理杂志,E060;,为深化医药卫生体制改革，促进优质医疗资源扩容和均衡布局，医疗机构通过缩短患者平均住院时间来提高病床周转率，从而提高医疗资源利用率，若患者在未完全康复的状态下由医院转出，则存在一定的健康风险[1-2]。出院准备服务又称出院计划，秉承以患者为中心的理念，包括评估、计划、实施、随访及效果评价4个阶段，医院负责成立多学科协作管理团队，确保患者在环境的转换中获得完整且持续的照护服务，以达到最佳的健康状态和生...,,03,0229748;0269146;,CJFDLAST2024,期刊,,,ZHHL,
CJFD,,,ECON2403,000054586671,,~#@机器学习@#~技术在农业领域的应用研究——以福建省为例,1,2024-02-05,368,期刊,HLZK202403009,True,巫利荣;,,,,2024,,机器学习技术;;人工智能;;数字农业;;示范应用,互联网周刊,D043;I138;I140;,"引言
农业是国民经济的命脉，农业丰则基础强，农民富则国家盛。随着我国农业面临着越来越多的挑战，传统农业已经无法满足市场对农产品健康、安全、品质的要求，在国家全面推进乡村振兴、加快建设农业强国的大背景下，对农业现代化发展也提出了更高的要求。由此，~#@机器学习@#~技术的发展与融合应用为农业产业带来了新的机遇和挑战。
~#@机器学习@#~技术已经在医疗、电信、金融、交通、市场营销等许多领域取得了...",,03,,CJFDLAST2024,期刊,,,HLZK,
CJFD,,,INFO2404S1,000058209367;000033382490;000020032766;000039124763,,基于问题导向的~#@机器学习@#~课程教学探索,1,2024-02-05,114,期刊,DNZS202404013,True,徐叶松;胡平;戴家树;严楠;,,,,2024,,问题导向;机器学习;人工智能;教学,电脑知识与技术,H131;I140;,"开放科学（资源服务）标识码(OSID):
1 背景
2017年7月8日，国务院正式印发了《新一代人工智能发展规划》，为我国发展人工智能提出了保障措施、主要任务、战略目标和总体思路，同时该规划明确了人工智能技术进入教育体系的长期发展方向[1]。为进一步落实《新一代人工智能发展规划》，自然科学基金委和科技部在2023年3月启动了“AI for Science”专项部署工作，建立以“人工智能驱动的科...",,04,1679379;,CJFDLAST2024,期刊,,,DNZS,
CJFD,,,INFO2403,000061285140,,基于~#@机器学习@#~的文本信息抽取方法研究,0,2024-02-05,267,期刊,WAXX202402026,True,卞德忠;,,,,2024,,文本信息抽取;机器学习;医学文本;,网络安全和信息化,I138;I140;,"随着大数据时代的来临，文本数据作为其中重要的一部分，已成为各行各业关注的焦点。如何有效地从庞大而复杂的文本数据中抽取出有价值的信息，成为一大挑战。文本信息抽取（Information Extraction,IE）技术正是解决此问题的关键一环。近年来，基于~#@机器学习@#~的文本信息抽取方法受到了广泛的关注。
基于~#@机器学习@#~的文本信息抽取方法概述
文本信息抽取旨在从庞大的非结构化或半...",,02,0065699;,CJFDLAST2024,期刊,,,WAXX,
CJFD,,,SCTC2404S1,000042531851;000058429441;000035753277;000034099111;000051800578;000050480231;000015938751;000058429442,,~#@机器学习@#~在水务行业中的应用现状与发展前景,2,2024-02-01 17:40,787,期刊,SDNY202403010,True,李思敏;产青青;金鑫;杨晶;路恒通;张家旋;碗莹;杨一帆;,,,,2024,,机器学习;;水务行业;;智慧水务;;人工智能算法,水电能源科学,C037;I140;,"1 引言
近年来城市供水及排水管网不断完善，污水厂不断提标改造，城市管网系统及水处理系统日益复杂，环境分析工具和监测技术的迅速发展导致数据生成的数量爆炸性增长，数据的维度呈现多样性变化，传统的基于一般规律的数据分析模型面临瓶颈，复杂物理化学及生物过程难以通过常规模型模拟，数据对于水务决策的支撑明显不足[1]。因此在传统统计工具之外采取更先进和更强大的计算和数据分析方法是支撑现代水务数字化和智慧化...",,03,0096763;1781961;0109290;,CJFDLAST2024,期刊,,,SDNY,
CJFD,,,MEDI2404,000060622854;000060622855;000060622856;000035118607,,~#@机器学习@#~在情绪障碍研究中的应用及展望,1,2024-01-30,262,期刊,BIOM202401001,True,高成孟;李琳瑶;翟雨佳;陈宁;,,,,2024,,机器学习;;人工智能;;情绪障碍,教育生物学杂志,E071;F102;I140;,情绪障碍（emotional disorders），也称情感障碍（affective disorders）或心境障碍（mood disorders），是指人们正常情感反应的减少、夸张或混乱[1]，通常指抑郁障碍和焦虑障碍中的某些疾病，包括抑郁症、躁狂症、双相情感障碍、社交焦虑障碍、惊恐障碍和广泛性焦虑障碍等[2]。根据国家卫生健康委员会2019年公布的数据显示，我国国民抑郁症和焦虑障碍的患病率已经...,,01,0023947;,CJFDLAST2024,期刊,,,BIOM,
